t fi z E
0.377000 0.111687 0.246864 4.004853
0.378000 0.112600 0.244872 4.004850
0.379000 0.113525 0.242880 4.004847
0.380000 0.114461 0.240888 4.004844
0.381000 0.115410 0.238896 4.004841
0.382000 0.116371 0.236904 4.004837
0.383000 0.117345 0.234912 4.004834
0.384000 0.118332 0.232921 4.004830
0.385000 0.119332 0.230929 4.004827
0.386000 0.120345 0.228938 4.004823
0.387000 0.121373 0.226946 4.004819
0.388000 0.122415 0.224955 4.004815
0.389000 0.123471 0.222964 4.004811
0.390000 0.124543 0.220972 4.004806
0.391000 0.125629 0.218981 4.004802
0.392000 0.126732 0.216990 4.004797
0.393000 0.127851 0.215000 4.004792
0.394000 0.128986 0.213009 4.004788
0.395000 0.130138 0.211018 4.004783
0.396000 0.131307 0.209028 4.004777
0.397000 0.132495 0.207037 4.004772
0.398000 0.133700 0.205047 4.004766
0.399000 0.134925 0.203057 4.004761
0.400000 0.136168 0.201067 4.004755
0.401000 0.137432 0.199077 4.004748
0.402000 0.138716 0.197087 4.004742
0.403000 0.140021 0.195097 4.004735
0.404000 0.141347 0.193108 4.004728
0.405000 0.142696 0.191118 4.004721
0.406000 0.144068 0.189129 4.004714
0.407000 0.145463 0.187140 4.004706
0.408000 0.146882 0.185151 4.004698
0.409000 0.148326 0.183162 4.004690
0.410000 0.149796 0.181173 4.004681
0.411000 0.151292 0.179185 4.004672
0.412000 0.152815 0.177197 4.004663
0.413000 0.154367 0.175208 4.004653
0.414000 0.155947 0.173220 4.004643
0.415000 0.157558 0.171232 4.004633
0.416000 0.159199 0.169245 4.004622
0.417000 0.160873 0.167257 4.004611
0.418000 0.162579 0.165270 4.004599
0.419000 0.164319 0.163283 4.004586
0.420000 0.166095 0.161296 4.004573
0.421000 0.167907 0.159309 4.004560
0.422000 0.169757 0.157323 4.004546
0.423000 0.171646 0.155336 4.004531
0.424000 0.173576 0.153350 4.004516
0.425000 0.175548 0.151364 4.004500
0.426000 0.177563 0.149379 4.004483
0.427000 0.179624 0.147394 4.004465
0.428000 0.181731 0.145408 4.004446
0.429000 0.183887 0.143424 4.004427
0.430000 0.186094 0.141439 4.004406
0.431000 0.188353 0.139455 4.004385
0.432000 0.190668 0.137471 4.004362
0.433000 0.193039 0.135487 4.004338
0.434000 0.195470 0.133504 4.004313
0.435000 0.197963 0.131521 4.004286
0.436000 0.200520 0.129538 4.004258
0.437000 0.203145 0.127556 4.004229
0.438000 0.205840 0.125574 4.004198
0.439000 0.208609 0.123592 4.004165
0.440000 0.211454 0.121611 4.004130
0.441000 0.214380 0.119630 4.004093
0.442000 0.217391 0.117650 4.004053
0.443000 0.220490 0.115670 4.004011
0.444000 0.223681 0.113691 4.003967
0.445000 0.226970 0.111712 4.003920
0.446000 0.230361 0.109733 4.003869
0.447000 0.233860 0.107755 4.003816
0.448000 0.237472 0.105778 4.003758
