0.000100 0.000016
0.000126 0.000020
0.000158 0.000025
0.000200 0.000032
0.000251 0.000040
0.000316 0.000050
0.000398 0.000063
0.000501 0.000079
0.000631 0.000100
0.000794 0.000125
0.001000 0.000158
0.001259 0.000199
0.001585 0.000250
0.001995 0.000315
0.002512 0.000397
0.003162 0.000499
0.003981 0.000629
0.005012 0.000791
0.006310 0.000996
0.007943 0.001254
0.010000 0.001579
0.012589 0.001988
0.015849 0.002503
0.019953 0.003153
0.025119 0.003967
0.031623 0.005000
0.039811 0.006289
0.050119 0.007886
0.063096 0.009909
0.079433 0.012631
0.100000 0.016118
0.125893 0.019599
0.158489 0.023979
0.199526 0.032240
0.251189 0.037255
0.316228 0.050124
0.398107 0.005130
0.501187 0.203818
0.630957 1.198647
0.794328 17.931344
1.000000 115.301839
1.258925 155190.565260
1.584893 416.564134
1.995262 2222.218995
2.511886 30379.023585
3.162278 130.533302
3.981072 0.097675
5.011872 73.978341
6.309573 1373.763721
7.943282 22.703522
