0.000000 1.000000 0.000000 -5.403023
0.100000 0.915853 -0.841471 -5.737107
0.200000 0.752398 -1.634553 -5.964643
0.300000 0.520603 -2.317944 -5.988760
0.400000 0.239068 -2.815348 -5.752498
0.500000 -0.066146 -3.052145 -5.320335
0.600000 -0.364751 -2.986047 -4.883887
0.700000 -0.627684 -2.629331 -4.637207
0.800000 -0.831890 -2.042059 -4.649797
0.900000 -0.962175 -1.302853 -4.868653
1.000000 -1.010417 -0.482416 -5.198713
1.100000 -0.973953 0.364637 -5.553862
1.200000 -0.854778 1.191751 -5.853724
1.300000 -0.660160 1.946177 -6.005137
1.400000 -0.404218 2.559420 -5.918785
1.500000 -0.108946 2.952720 -5.581433
1.600000 0.197199 3.061451 -5.119950
1.700000 0.483752 2.865528 -4.746937
1.800000 0.723794 2.400425 -4.611967
1.900000 0.897613 1.738192 -4.724122
2.000000 0.993248 0.956351 -5.002408
2.100000 1.005103 0.118547 -5.352985
2.200000 0.932536 -0.725670 -5.694692
2.300000 0.779656 -1.528803 -5.942936
2.400000 0.556472 -2.231838 -6.000688
2.500000 0.280469 -2.760032 -5.800370
2.600000 -0.023215 -3.036838 -5.386113
2.700000 -0.324578 -3.013625 -4.936887
2.800000 -0.594049 -2.694717 -4.656061
2.900000 -0.807549 -2.134996 -4.633614
3.000000 -0.948789 -1.412401 -4.829240
3.100000 -1.008758 -0.599690 -5.149308
3.200000 -0.984110 0.246480 -5.505670
3.300000 -0.876184 1.079260 -5.818476
3.400000 -0.691428 1.847562 -5.996622
3.500000 -0.442908 2.485199 -5.946985
3.600000 -0.151531 2.913768 -5.640390
3.700000 0.154941 3.064720 -5.183954
3.800000 0.445981 2.910398 -4.786673
3.900000 0.693886 2.479055 -4.614808
4.000000 0.877839 1.839525 -4.696228
4.100000 0.984855 1.070165 -4.957210
4.200000 1.008553 0.236973 -5.302781
4.300000 0.947644 -0.609088 -5.650486
4.400000 0.805531 -1.421131 -5.917480
4.500000 0.591298 -2.142329 -6.007392
4.600000 0.321321 -2.699768 -5.843817
4.700000 0.019762 -3.015588 -5.451161
4.800000 -0.283773 -3.035349 -4.993388
4.900000 -0.559310 -2.755370 -4.680185
5.000000 -0.781787 -2.224768 -4.621762
5.100000 -0.933809 -1.520220 -4.792232
5.200000 -1.005441 -0.716329 -5.100591
5.300000 -0.992635 0.128069 -5.456653
5.400000 -0.896081 0.965538 -5.780621
5.500000 -0.721438 1.746423 -5.983568
5.600000 -0.480750 2.406888 -5.969930
5.700000 -0.193816 2.869332 -5.696230
5.800000 0.112377 3.061937 -5.249193
5.900000 0.407357 2.949796 -4.831062
6.000000 0.662718 2.553612 -4.622759
6.100000 0.856553 1.938351 -4.671855
6.200000 0.974829 1.182761 -4.913631
6.300000 1.010345 0.355155 -5.252619
6.400000 0.961159 -0.491860 -5.604739
6.500000 0.829987 -1.311716 -5.888552
6.600000 0.625023 -2.049639 -6.008985
6.700000 0.361548 -2.634755 -5.882537
6.800000 0.062700 -2.988477 -5.514851
6.900000 -0.242413 -3.051137 -5.052898
7.000000 -0.523522 -2.811090 -4.709521
7.100000 -0.754638 -2.311156 -4.614473
7.200000 -0.917251 -1.626131 -4.757896
7.300000 -1.000471 -0.832198 -5.052782
7.400000 -0.999518 0.009527 -5.407030
7.500000 -0.914445 0.850738 -5.740430
7.600000 -0.750148 1.642962 -5.966216
7.700000 -0.517677 2.324709 -5.987573
7.800000 -0.235720 2.819572 -5.748470
7.900000 0.069591 3.053116 -5.315038
8.000000 0.367949 2.983580 -4.879793
8.100000 0.630337 2.623878 -4.635922
8.200000 0.833783 2.034460 -4.651277
8.300000 0.963181 1.293981 -4.871916
8.400000 1.010478 0.472969 -5.202707
8.500000 0.973067 -0.374117 -5.557692
8.600000 0.852993 -1.200732 -5.856435
8.700000 0.657595 -1.953985 -6.005618
8.800000 0.401075 -2.565200 -5.916294
8.900000 0.105514 -2.955608 -5.576576
9.000000 -0.200579 -3.060926 -5.114880
9.100000 -0.486748 -2.861690 -4.743954
9.200000 -0.726141 -2.393936 -4.611956
9.300000 -0.899136 -1.729947 -4.726508
9.400000 -0.993852 -0.947158 -5.006103
9.500000 -1.004754 -0.109024 -5.357014
9.600000 -0.931254 0.735006 -5.698170
9.700000 -0.777516 1.537374 -5.944822
9.800000 -0.553628 2.238886 -5.999924
9.900000 -0.277161 2.764662 -5.796682
10.000000 0.026668 3.038289 -5.380846
